Gene stable ID	UniProtKB Gene Name ID	Gene name
ENSMUSG00000064336		mt-Tf
ENSMUSG00000064337		mt-Rnr1
ENSMUSG00000064338		mt-Tv
ENSMUSG00000064339		mt-Rnr2
ENSMUSG00000064340		mt-Tl1
ENSMUSG00000064341	Q4JFN6	mt-Nd1
ENSMUSG00000064341	P03888	mt-Nd1
ENSMUSG00000064342		mt-Ti
ENSMUSG00000064343		mt-Tq
ENSMUSG00000064344		mt-Tm
ENSMUSG00000064345	Q9MD59	mt-Nd2
ENSMUSG00000064345	P03893	mt-Nd2
ENSMUSG00000064346		mt-Tw
ENSMUSG00000064347		mt-Ta
ENSMUSG00000064348		mt-Tn
ENSMUSG00000064349		mt-Tc
ENSMUSG00000064350		mt-Ty
ENSMUSG00000064351	Q9MD68	mt-Co1
ENSMUSG00000064351	P00397	mt-Co1
ENSMUSG00000064352		mt-Ts1
ENSMUSG00000064353		mt-Td
ENSMUSG00000064354	Q7JCZ1	mt-Co2
ENSMUSG00000064354	P00405	mt-Co2
ENSMUSG00000064355		mt-Tk
ENSMUSG00000064356	Q7JCZ0	mt-Atp8
ENSMUSG00000064356	P03930	mt-Atp8
ENSMUSG00000064357	Q7JCY9	mt-Atp6
ENSMUSG00000064357	P00848	mt-Atp6
ENSMUSG00000064358	Q7JCX7	mt-Co3
ENSMUSG00000064358	P00416	mt-Co3
ENSMUSG00000064359		mt-Tg
ENSMUSG00000064360	Q7GIP5	mt-Nd3
ENSMUSG00000064360	P03899	mt-Nd3
ENSMUSG00000064361		mt-Tr
ENSMUSG00000065947	Q9MD77	mt-Nd4l
ENSMUSG00000065947	P03903	mt-Nd4l
ENSMUSG00000064363	Q7JCY6	mt-Nd4
ENSMUSG00000064363	P03911	mt-Nd4
ENSMUSG00000064364		mt-Th
ENSMUSG00000064365		mt-Ts2
ENSMUSG00000064366		mt-Tl2
ENSMUSG00000064367	Q9MD82	mt-Nd5
ENSMUSG00000064367	P03921	mt-Nd5
ENSMUSG00000064368	Q7JCY4	mt-Nd6
ENSMUSG00000064368	P03925	mt-Nd6
ENSMUSG00000064369		mt-Te
ENSMUSG00000064370	Q7JCZ3	mt-Cytb
ENSMUSG00000064370	P00158	mt-Cytb
ENSMUSG00000064371		mt-Tt
ENSMUSG00000064372		mt-Tp
ENSMUSG00002074970		
ENSMUSG00000094722		
ENSMUSG00000094915		
ENSMUSG00000095041		
ENSMUSG00000094741	Q8C9W1	
ENSMUSG00000095666		
ENSMUSG00000095250		
ENSMUSG00000079222		
ENSMUSG00000079800	Q3TR44	
ENSMUSG00000094836		
ENSMUSG00000095019	J3KML9	
ENSMUSG00002075400		
ENSMUSG00000096776		Vmn1r186
ENSMUSG00000094303		
ENSMUSG00002076890		
ENSMUSG00002074899		
ENSMUSG00002075729		
ENSMUSG00000074720		
ENSMUSG00000096244		
ENSMUSG00000095092		
ENSMUSG00000079808		
ENSMUSG00000095787		
ENSMUSG00000096236		
ENSMUSG00000096680		
ENSMUSG00000094383		
ENSMUSG00000094874		
ENSMUSG00000079192		
ENSMUSG00000096100		
ENSMUSG00000096756		
ENSMUSG00000094337	E9PVT6	
ENSMUSG00000095500		
ENSMUSG00000095505	Q8C6S1	
ENSMUSG00000079794		
ENSMUSG00000094054		
ENSMUSG00000095672		
ENSMUSG00000079190		
ENSMUSG00000094799		
ENSMUSG00000095450		
ENSMUSG00000094474		
ENSMUSG00000095570		
ENSMUSG00000094728		
ENSMUSG00000062783	Q8BYZ8	Csprs
ENSMUSG00000094791		
ENSMUSG00000096728		
ENSMUSG00000094514		
ENSMUSG00000096550	Q3UL49	Gm16367
ENSMUSG00000096808		
ENSMUSG00000094172		
ENSMUSG00000094887	Q5XK27	
ENSMUSG00000091585		
ENSMUSG00000095763		
ENSMUSG00000095523		
ENSMUSG00000095475		
ENSMUSG00000094855		
ENSMUSG00000100384		Gm28489
ENSMUSG00000100216		Gm21867
ENSMUSG00000099641		Gm29448
ENSMUSG00000100271		Gm21127
ENSMUSG00000095634	Q5FWD4	Gm20816
ENSMUSG00000101393		Gm29447
ENSMUSG00000100885		Gm29446
ENSMUSG00000101120		Gm29452
ENSMUSG00000101216		Gm29451
ENSMUSG00000100032	A0A087WRK3	Gm20817
ENSMUSG00000101080		Gm28633
ENSMUSG00000094444		Gm21562
ENSMUSG00000100308		Gm29410
ENSMUSG00000101423		Gm28298
ENSMUSG00000095626		Gm21572
ENSMUSG00000101761		Gm28297
ENSMUSG00000099493		Gm21753
ENSMUSG00000096777		Gm21723
ENSMUSG00000102119		Gm28462
ENSMUSG00000101147		Gm20818
ENSMUSG00000100739		Gm28296
ENSMUSG00000095345		Gm21821
ENSMUSG00000100709		Gm28295
ENSMUSG00000101254		Gm20932
ENSMUSG00000100976		Gm29134
ENSMUSG00000100489		Gm28303
ENSMUSG00000101239		Gm28304
ENSMUSG00000100971		Gm28824
ENSMUSG00000100509		Gm21810
ENSMUSG00000095553		Gm21916
ENSMUSG00000101099		Gm29191
ENSMUSG00000095049		Gm21756
ENSMUSG00000101601		Gm28210
ENSMUSG00000101516		Gm29074
ENSMUSG00000101359		Gm28211
ENSMUSG00000100790		Gm28518
ENSMUSG00000101302		Gm28519
ENSMUSG00000102125		Gm28520
ENSMUSG00000094064		Gm21626
ENSMUSG00000101421		Gm28433
ENSMUSG00000099461		Gm28521
ENSMUSG00000101706		Gm28431
ENSMUSG00000096532		Gm21633
ENSMUSG00000101627		Gm28432
ENSMUSG00000101852		Gm20886
ENSMUSG00000101681		Gm28522
ENSMUSG00000099438		Gm21808
ENSMUSG00000101870		Gm21745
ENSMUSG00000101472		Gm28517
ENSMUSG00000101407		Gm29532
ENSMUSG00000099500		Gm29531
ENSMUSG00000100097		Gm28464
ENSMUSG00000099806		Gm28841
ENSMUSG00000101474		Gm29656
ENSMUSG00000099704		Gm28842
ENSMUSG00000101383		Gm28843
ENSMUSG00000099737		Gm29655
ENSMUSG00000099914		Gm28837
ENSMUSG00000101417		Gm21647
ENSMUSG00000101654		Gm29653
ENSMUSG00000099369		Gm28838
ENSMUSG00000101808		Gm29654
ENSMUSG00000101893		Gm28839
ENSMUSG00000099910		Gm29651
ENSMUSG00000100442		Gm20866
ENSMUSG00000101518		Gm20868
ENSMUSG00000099818		Gm29652
ENSMUSG00000100500		Gm29080
ENSMUSG00000100677		Gm21184
ENSMUSG00000100171		Gm21201
ENSMUSG00000101255		Gm21841
ENSMUSG00000099463		Gm29081
ENSMUSG00000100745		Gm29077
ENSMUSG00000101341		Gm29076
ENSMUSG00000100193		Gm29079
ENSMUSG00000099651		Gm29078
ENSMUSG00000101787		Gm20853
ENSMUSG00000101043		Gm29075
ENSMUSG00000100535	A0A087WRK1	Gm20870
ENSMUSG00000099390		Gm29225
ENSMUSG00000099738		Gm28483
ENSMUSG00000100422		Gm29226
ENSMUSG00000101988		Gm28484
ENSMUSG00000100385		Gm29227
ENSMUSG00000101336		Gm28480
ENSMUSG00000101593		Gm20842
ENSMUSG00000099733		Gm21880
ENSMUSG00000101626		Gm29386
ENSMUSG00000101091		Gm29384
ENSMUSG00000100229		Gm21896
ENSMUSG00000101691		Gm29280
ENSMUSG00000100540		Gm20799
ENSMUSG00000100244		Gm29279
ENSMUSG00000100694		Gm29182
ENSMUSG00000099799		Gm28260
ENSMUSG00000099999		Gm21795
ENSMUSG00000101844		Gm20844
ENSMUSG00000101806		Gm28261
ENSMUSG00000101632		Gm28264
ENSMUSG00000099525		Gm21872
ENSMUSG00000100749		Gm20798
ENSMUSG00000099963		Gm28463
ENSMUSG00000101857		Gm21757
ENSMUSG00000101836		Gm28968
ENSMUSG00000102008		Gm28495
ENSMUSG00000100869		Gm20846
ENSMUSG00000101277		Gm20847
ENSMUSG00000099371		Gm20848
ENSMUSG00000100359		Gm21766
ENSMUSG00000099495		Gm20800
ENSMUSG00000101747		Gm21683
ENSMUSG00000100263		Gm28468
ENSMUSG00000101575		Gm20898
ENSMUSG00000101715		Gm21855
ENSMUSG00000100785		Gm29333
ENSMUSG00000101425		Gm29255
ENSMUSG00000100698		Gm20902
ENSMUSG00000099822		Gm28332
ENSMUSG00000099547		Gm28678
ENSMUSG00000101781		Gm28333
ENSMUSG00000101271		Gm28334
ENSMUSG00000099504		Gm28335
ENSMUSG00000099782	A0A087WRK1	Gm20903
ENSMUSG00000101377		Gm28336
ENSMUSG00000101038		Gm28272
ENSMUSG00000101709		Gm28337
ENSMUSG00000100604		Gm29256
ENSMUSG00000099554		Gm28259
ENSMUSG00000099814		Gm28338
ENSMUSG00000101757		Gm28273
ENSMUSG00000100179		Gm21715
ENSMUSG00000101815		Gm29028
ENSMUSG00000101538		Gm29029
ENSMUSG00000100251		Gm29615
ENSMUSG00000100983		Gm29030
ENSMUSG00000101820		Gm29023
ENSMUSG00000100283		Gm29024
ENSMUSG00000099832		Gm29025
ENSMUSG00000101246		Gm29026
ENSMUSG00000101382		Gm28213
ENSMUSG00000099967		Gm28212
ENSMUSG00000101161		Gm21799
ENSMUSG00000100705		Gm28227
ENSMUSG00000101157	A0A087WRK1	Gm20905
ENSMUSG00000099712		Gm29411
ENSMUSG00000099586		Gm28222
ENSMUSG00000100066		Gm21835
ENSMUSG00000101879		Gm28820
ENSMUSG00000099412		Gm28223
ENSMUSG00000101831		Gm29412
ENSMUSG00000100428		Gm29413
ENSMUSG00000099601		Gm29671
ENSMUSG00000101704		Gm21878
ENSMUSG00000101349		Gm28162
ENSMUSG00000100140		Gm28789
ENSMUSG00000101710		Gm20922
ENSMUSG00000094575	Q810R8	Gm20738
ENSMUSG00000101146	A0A087WRK1	Gm20814
ENSMUSG00000099499		Gm28787
ENSMUSG00000101213		Gm28788
ENSMUSG00000100952		Gm28545
ENSMUSG00000099730		Gm28547
ENSMUSG00000099896		Gm29278
ENSMUSG00000101873		Gm28546
ENSMUSG00000101980		Gm21922
ENSMUSG00000100203		Gm21924
ENSMUSG00000100669		Gm21111
ENSMUSG00000099460		Gm21735
ENSMUSG00000100260		Gm28608
ENSMUSG00000100675		Gm28607
ENSMUSG00000099807		Gm28771
ENSMUSG00000101435		Gm28772
ENSMUSG00000100544		Gm28606
ENSMUSG00000100883		Gm28773
ENSMUSG00000100902	A0A087WRK1	Gm20850
ENSMUSG00000100892	A0A087WRK1	Gm20897
ENSMUSG00000100673		Gm29574
ENSMUSG00000101050		Gm28774
ENSMUSG00000102025		Gm29575
ENSMUSG00000099793		Gm28775
ENSMUSG00000100699		Gm21765
ENSMUSG00000096438		Gapdh-ps15
ENSMUSG00000099351		Gm28776
ENSMUSG00000099489		Gm21787
ENSMUSG00000100845		Gm28770
ENSMUSG00000096275		Gm20901
ENSMUSG00000101771		Gm28176
ENSMUSG00000100719		Gm28786
ENSMUSG00000101740		Gm29360
ENSMUSG00000100050		Gm28121
ENSMUSG00000101292		Gm29496
ENSMUSG00000100588		Gm29497
ENSMUSG00000102050		Gm29499
ENSMUSG00000101238		Gm28123
ENSMUSG00000100406		Gm28120
ENSMUSG00000099526		Gm29313
ENSMUSG00000101040		Gm29498
ENSMUSG00000100560		Gm21180
ENSMUSG00000101272		Gm36782
ENSMUSG00000101478		Gm20859
ENSMUSG00000101633		Gm29839
ENSMUSG00000101283		Gm29314
ENSMUSG00000101727		Gm29495
ENSMUSG00000100907		Gm29310
ENSMUSG00000101960		Gm29311
ENSMUSG00000095179		Gm21638
ENSMUSG00000101917		Gm29312
ENSMUSG00000101205		Gm29308
ENSMUSG00000100526		Gm29309
ENSMUSG00000101785		Gm28702
ENSMUSG00000100149		Gm28701
ENSMUSG00000101602		Gm28700
ENSMUSG00000099953		Gm28699
ENSMUSG00000102032		Gm28705
ENSMUSG00000100823		Gm28704
ENSMUSG00000099416		Gm28540
ENSMUSG00000099606		Gm28537
ENSMUSG00000100063		Gm28538
ENSMUSG00000100722		Gm29569
ENSMUSG00000096898	Q5FWD4	Gm20867
ENSMUSG00000101017		Gm21658
ENSMUSG00000100366		Gm29568
ENSMUSG00000100888		Gm29567
ENSMUSG00000100433		Gm21198
ENSMUSG00000102111		Gm29566
ENSMUSG00000101060		Gm29565
ENSMUSG00000099497		Gm29147
ENSMUSG00000099479		Gm29146
ENSMUSG00000101115		Gm28664
ENSMUSG00000100849		Gm28663
ENSMUSG00000101194		Gm29149
ENSMUSG00000099742		Gm29148
ENSMUSG00000100999		Gm29145
ENSMUSG00000101562		Gm29144
ENSMUSG00000101321		Gm28817
ENSMUSG00000100328		Gm28816
ENSMUSG00000101098		Gm20808
ENSMUSG00000094739	Q9D9T3	Gm20806
ENSMUSG00000102071		Gm28815
ENSMUSG00000100741		Gm28814
ENSMUSG00000101804		Gm28813
ENSMUSG00000099849		Gm29274
ENSMUSG00000100822		Gm29275
ENSMUSG00000101471	A0A087WNW5	Gm29276
ENSMUSG00000101455		Gm21805
ENSMUSG00000099700		Gm29645
ENSMUSG00000101811		Gm28312
ENSMUSG00000099833		Gm29165
ENSMUSG00000101259		Gm21242
ENSMUSG00000101247		Gm29042
ENSMUSG00000100610		Gm29031
ENSMUSG00000099408		Gm28311
ENSMUSG00000101197		Gm29032
ENSMUSG00000101207		Gm28310
ENSMUSG00000102016		Gm29606
ENSMUSG00000099542		Gm28504
ENSMUSG00000101340		Gm29607
ENSMUSG00000100107		Gm28567
ENSMUSG00000099972		Gm21248
ENSMUSG00000100051		Gm28568
ENSMUSG00000101733		Gm29189
ENSMUSG00000099977		Gm29286
ENSMUSG00000099415		Gm29285
ENSMUSG00000100953		Gm28280
ENSMUSG00000096332		Gm21241
ENSMUSG00000099734		Gm28159
ENSMUSG00000100693		Gm28278
ENSMUSG00000100723		Gm28160
ENSMUSG00000101981		Gm28157
ENSMUSG00000100148		Gm28158
ENSMUSG00000100756		Gm21257
ENSMUSG00000099805		Gm28161
ENSMUSG00000101070		Gm28695
ENSMUSG00000100286		Gm28696
ENSMUSG00000101833		Gm20791
ENSMUSG00000102081		Gm28886
ENSMUSG00000101688		Gm20841
ENSMUSG00000099679		Gm28899
ENSMUSG00000102031		Gm29426
ENSMUSG00000100408		Gm28885
ENSMUSG00000100991		Gm21856
ENSMUSG00000102116		Gm28887
ENSMUSG00000101637		Gm28896
ENSMUSG00000101649		Gm29444
ENSMUSG00000100245		Gm21282
ENSMUSG00000095353		Gm21783
ENSMUSG00000100469		Gm28895
ENSMUSG00000101802		Gm29445
ENSMUSG00000100821		Gm28894
ENSMUSG00000101058		Gm21829
ENSMUSG00000099790		Gm28457
ENSMUSG00000100187		Gm29324
ENSMUSG00000101594		Gm21779
ENSMUSG00000101962		Gm28741
ENSMUSG00000100978		Gm20912
ENSMUSG00000100519		Gm20801
ENSMUSG00000100598		Gm28742
ENSMUSG00000100011		Gm28458
ENSMUSG00000100591		Gm21919
ENSMUSG00000100879		Gm28743
ENSMUSG00000100974		Gm28459
ENSMUSG00000101675		Gm28461
ENSMUSG00000099480		Gm28124
ENSMUSG00000101914		Gm21790
ENSMUSG00000099834		Gm21728
ENSMUSG00000100499		Gm28460
ENSMUSG00000100298		Gm28126
ENSMUSG00000100256		Gm28851
ENSMUSG00000101201		Gm28125
ENSMUSG00000101003		Gm28456
ENSMUSG00000100438		Gm21825
ENSMUSG00000100640		Gm29073
ENSMUSG00000100628		Gm29648
ENSMUSG00000100989		Gm29647
ENSMUSG00000100268		Gm29468
ENSMUSG00000100003		Gm29646
ENSMUSG00000101343		Gm29469
ENSMUSG00000101907		Gm29472
ENSMUSG00000099462		Gm28549
ENSMUSG00000100035		Gm29473
ENSMUSG00000101434		Gm29211
ENSMUSG00000101072		Gm29470
ENSMUSG00000100061		Gm29212
ENSMUSG00000100994		Gm21333
ENSMUSG00000100611		Gm21247
ENSMUSG00000100861		Gm29382
ENSMUSG00000100317		Gm28224
ENSMUSG00000101138		Gm29210
ENSMUSG00000101329		Gm28226
ENSMUSG00000100871		Gm29213
ENSMUSG00000100532		Gm28225
ENSMUSG00000100716		Gm28550
ENSMUSG00000099374		Gm21344
ENSMUSG00000100325		Gm28604
ENSMUSG00000100882		Gm20849
ENSMUSG00000100048		Gm28603
ENSMUSG00000101772		Gm28829
ENSMUSG00000099667		Gm21901
ENSMUSG00000099789		Gm28565
ENSMUSG00000099593		Gm28566
ENSMUSG00000101109		Gm28697
ENSMUSG00000101582		Gm28828
ENSMUSG00000101541		Gm28554
ENSMUSG00000101273		Gm28831
ENSMUSG00000101508		Gm28832
ENSMUSG00000100339		Gm21864
ENSMUSG00000099546		Gm21802
ENSMUSG00000101884		Gm28658
ENSMUSG00000100906		Gm29238
ENSMUSG00000100852		Gm29056
ENSMUSG00000100092		Gm21088
ENSMUSG00000100284		Gm29239
ENSMUSG00000099532		Gm29098
ENSMUSG00002075613		Gm54343
ENSMUSG00000118466		Gm21170
ENSMUSG00000100986		Gm21741
ENSMUSG00000102054		Gm29373
ENSMUSG00000101718		Gm20862
ENSMUSG00002076259		Gm54344
ENSMUSG00000101131		Gm29370
ENSMUSG00000099736		Gm20863
ENSMUSG00000099339		Gm21751
ENSMUSG00000101657		Gm20864
ENSMUSG00000100740		Gm29476
ENSMUSG00000099674		Gm29166
ENSMUSG00000100718		Gm21717
ENSMUSG00000101069		Gm28194
ENSMUSG00000100023		Gm28753
ENSMUSG00000099915		Gm21191
ENSMUSG00000100086		Gm21271
ENSMUSG00000100531		Gm28475
ENSMUSG00000099483		Gm28476
ENSMUSG00000101310		Gm21281
ENSMUSG00000101742		Gm21380
ENSMUSG00000100646		Gm28193
ENSMUSG00000100024		Gm21782
ENSMUSG00000099409		Gm28751
ENSMUSG00000099522		Gm28752
ENSMUSG00000100938		Gm28726
ENSMUSG00000101821		Gm21308
ENSMUSG00000101950		Gm29267
ENSMUSG00000099441		Gm29268
ENSMUSG00000102079		Gm21879
ENSMUSG00000100411		Gm29269
ENSMUSG00000100449		Gm28757
ENSMUSG00000100970		Gm29270
ENSMUSG00000101990		Gm20856
ENSMUSG00000099642		Gm28348
ENSMUSG00000101354		Gm28973
ENSMUSG00000101204		Gm29271
ENSMUSG00000101835		Gm21734
ENSMUSG00000102127		Gm28972
ENSMUSG00000099362		Gm28970
ENSMUSG00000099921		Gm28971
ENSMUSG00002076147		Gm54345
ENSMUSG00000100581		Gm21785
ENSMUSG00000095650	Q62461	Gm20854
ENSMUSG00000099477		Gm28349
ENSMUSG00000102092		Gm21892
ENSMUSG00000101989		Gm28346
ENSMUSG00000100288		Gm28345
ENSMUSG00000099341		Gm29090
ENSMUSG00000101282		Gm28152
ENSMUSG00002075299		Gm54346
ENSMUSG00000101221		Gm21881
ENSMUSG00000099992		Gm21435
ENSMUSG00000101346		Gm29505
ENSMUSG00000101230		Gm21862
ENSMUSG00000102061		Gm28823
ENSMUSG00000100541		Gm28871
ENSMUSG00000101961		Gm28220
ENSMUSG00000099367		Gm29512
ENSMUSG00000099666		Gm29511
ENSMUSG00000100240	A0A087WPP3	Gm20820
ENSMUSG00000100331		Gm20880
ENSMUSG00000101347		Gm28219
ENSMUSG00000100390		Gm20881
ENSMUSG00000099824		Gm28218
ENSMUSG00000101263		Gm29121
ENSMUSG00002076549		Gm54347
ENSMUSG00000099986		Gm29120
ENSMUSG00000100116		Gm20861
ENSMUSG00000100118		Gm29117
ENSMUSG00000099524		Gm20860
ENSMUSG00000100854		Gm28057
ENSMUSG00000101092		Gm21796
ENSMUSG00000100817		Gm29302
ENSMUSG00000102122	A0A087WRK1	Gm20883
ENSMUSG00000099513		Gm29119
ENSMUSG00000101552		Gm29118
ENSMUSG00000102110		Gm28440
ENSMUSG00000100973		Gm29299
ENSMUSG00000100388		Gm29116
ENSMUSG00000100802		Gm20889
ENSMUSG00000099588		Gm29298
ENSMUSG00000101752		Gm20887
ENSMUSG00000100028		Gm29092
ENSMUSG00000100350		Gm29091
ENSMUSG00000099867		Gm29320
ENSMUSG00000101193		Gm21849
ENSMUSG00000100887		Gm29297
ENSMUSG00000100655		Gm21462
ENSMUSG00000101670		Gm21470
ENSMUSG00000100773		Gm28366
ENSMUSG00000100365		Gm29319
ENSMUSG00000099985		Gm28317
ENSMUSG00000099916		Gm28318
ENSMUSG00000101631		Gm20884
ENSMUSG00000099613		Gm28313
ENSMUSG00000101557		Gm28314
ENSMUSG00000101222		Gm28315
ENSMUSG00000101902		Gm29115
ENSMUSG00000102132		Gm21813
ENSMUSG00000100787		Gm28316
ENSMUSG00000100098		Gm21387
ENSMUSG00000099709		Gm21396
ENSMUSG00000101002		Gm28944
ENSMUSG00000099856	A0A087WRK1	Gm20906
ENSMUSG00000101019		Gm28943
ENSMUSG00000101241		Gm29111
ENSMUSG00000101684		Gm28946
ENSMUSG00000100695		Gm28110
ENSMUSG00000100820		Gm28945
ENSMUSG00000101866		Gm28109
ENSMUSG00000101931		Gm28108
ENSMUSG00000100355		Gm28107
ENSMUSG00000101646		Gm28106
ENSMUSG00000100947		Gm28949
ENSMUSG00000100461		Gm28948
ENSMUSG00000100746		Gm28716
ENSMUSG00000099675		Gm28717
ENSMUSG00000101770		Gm28718
ENSMUSG00000100248		Gm28950
ENSMUSG00000101623		Gm21245
ENSMUSG00000099643		Gm29162
ENSMUSG00000100996		Gm29169
ENSMUSG00000099777		Gm21777
ENSMUSG00000101515		Gm21899
ENSMUSG00000100930		Gm28866
ENSMUSG00000099559		Gm29063
ENSMUSG00000099637		Gm28737
ENSMUSG00000100440		Gm28405
ENSMUSG00000101494		Gm21792
ENSMUSG00000099565		Gm28738
ENSMUSG00000099649		Gm28406
ENSMUSG00000100343		Gm20923
ENSMUSG00000100391		Gm28978
ENSMUSG00000101984		Gm29436
ENSMUSG00000099494		Gm28197
ENSMUSG00000100637		Gm20819
ENSMUSG00000102044		Gm21249
ENSMUSG00000101850		Gm29437
ENSMUSG00000099745		Gm28736
ENSMUSG00000099436		Gm28977
ENSMUSG00000101883		Gm21840
ENSMUSG00000100067		Gm28407
ENSMUSG00000100818		Gm21287
ENSMUSG00000099529		Gm29390
ENSMUSG00000102022		Gm28735
ENSMUSG00000101497		Gm29391
ENSMUSG00000100870		Gm21720
ENSMUSG00000101694		Gm29392
ENSMUSG00000100492		Gm28672
ENSMUSG00000099725		Gm28734
ENSMUSG00000100403		Gm21838
ENSMUSG00000100853		Gm28232
ENSMUSG00000099982		Gm28670
ENSMUSG00000100036		Gm28671
ENSMUSG00000099506		Gm28732
ENSMUSG00000101402		Gm28673
ENSMUSG00000100584		Gm28733
ENSMUSG00000100574		Gm28674
ENSMUSG00000101987		Gm21268
ENSMUSG00000100072		Gm21275
ENSMUSG00000101570		Gm28233
ENSMUSG00000101885		Gm28235
ENSMUSG00000100095		Gm28234
ENSMUSG00000101420		Gm21902
ENSMUSG00000100270		Gm21803
ENSMUSG00000102011		Gm28930
ENSMUSG00000100246		Gm20879
ENSMUSG00000099654		Gm28236
ENSMUSG00000100834		Gm21285
ENSMUSG00000100533		Gm29504
ENSMUSG00000094729	Q5FWB5	Gm20747
ENSMUSG00000100332		Gm29250
ENSMUSG00000100678		Gm29251
ENSMUSG00000100507		Gm21906
ENSMUSG00000101547		Gm29252
ENSMUSG00000100401		Gm29248
ENSMUSG00000101992		Gm29249
ENSMUSG00000101367		Gm29484
ENSMUSG00000101665		Gm21920
ENSMUSG00000100778		Gm28908
ENSMUSG00000100835		Gm28907
ENSMUSG00000101446		Gm21749
ENSMUSG00000100045	A0A087WRK1	Gm20929
ENSMUSG00000101018		Gm28910
ENSMUSG00000101178		Gm28909
ENSMUSG00000101566		Gm28276
ENSMUSG00000101190		Gm28274
ENSMUSG00000099942		Gm28275
ENSMUSG00000100864		Gm21302
ENSMUSG00000101368		Gm28290
ENSMUSG00000099682		Gm28292
ENSMUSG00000100227		Gm28291
ENSMUSG00000099456		Gm28293
ENSMUSG00000099594		Gm21740
ENSMUSG00000101267		Gm21912
ENSMUSG00000101783		Gm28698
ENSMUSG00000099466		Gm29304
ENSMUSG00000100089		Gm29305
ENSMUSG00000101542		Gm29303
ENSMUSG00000096518		Gm21894
ENSMUSG00000099509		Gm29307
ENSMUSG00000100424		Gm29557
ENSMUSG00002076770		Gm54348
ENSMUSG00000101490		Gm20927
ENSMUSG00000099993		Gm20930
ENSMUSG00000101534		Gm29306
ENSMUSG00000101364		Gm29300
ENSMUSG00000101422		Gm29301
ENSMUSG00000100184		Gm29558
ENSMUSG00000101967		Gm29555
ENSMUSG00000102035		Gm21733
ENSMUSG00000101228		Gm21330
ENSMUSG00000101723		Gm28355
ENSMUSG00000102056		Gm28354
ENSMUSG00000100052		Gm28353
ENSMUSG00000099442		Gm28352
ENSMUSG00000101148		Gm28200
ENSMUSG00000101580		Gm28201
ENSMUSG00000100054		Gm28202
ENSMUSG00000100207		Gm28203
ENSMUSG00000100142		Gm21340
ENSMUSG00000100889		Gm28204
ENSMUSG00000099607		Gm28205
ENSMUSG00000100242		Gm28206
ENSMUSG00000100167		Gm28207
ENSMUSG00000100144		Gm28208
ENSMUSG00000102103		Gm21851
ENSMUSG00000099527		Gm21819
ENSMUSG00000101045		Gm29224
ENSMUSG00000099920		Gm29223
ENSMUSG00000101021		Gm29222
ENSMUSG00000099485		Gm29221
ENSMUSG00000099548		Gm29220
ENSMUSG00000096875		Gm21815
ENSMUSG00000101891		Gm29132
ENSMUSG00000100238		Gm21450
ENSMUSG00000101103		Gm21843
ENSMUSG00000099866		Gm28889
ENSMUSG00000101910		Gm28691
ENSMUSG00000100579		Gm28692
ENSMUSG00000094217		Gm20794
ENSMUSG00000100057		Gm28690
ENSMUSG00000101592		Gm28689
ENSMUSG00000100609		Gm28687
ENSMUSG00000101993		Gm20987
ENSMUSG00000099935		Gm21918
ENSMUSG00000100012		Gm29207
ENSMUSG00000099836		Gm29204
ENSMUSG00000100575		Gm21489
ENSMUSG00000101676		Gm21832
ENSMUSG00000101510		Gm21573
ENSMUSG00000100404		Gm21577
ENSMUSG00000099865		Gm29206
ENSMUSG00000100474		Gm29614
ENSMUSG00000100757		Gm29613
ENSMUSG00000100606		Gm29612
ENSMUSG00000101170		Gm29343
ENSMUSG00000099355		Gm29342
ENSMUSG00000099739		Gm20804
ENSMUSG00000100874		Gm28598
ENSMUSG00000101689		Gm28599
ENSMUSG00000099626		Gm28185
ENSMUSG00000102108		Gm29037
ENSMUSG00000093950	Q810R8	Gm20823
ENSMUSG00000101323		Gm21877
ENSMUSG00000101466		Gm29548
ENSMUSG00000101614		Gm29547
ENSMUSG00000100307		Gm29546
ENSMUSG00000101882		Gm29545
ENSMUSG00000099585		Gm29544
ENSMUSG00000101182		Gm29209
ENSMUSG00000101668		Gm29549
ENSMUSG00000101998		Gm21530
ENSMUSG00000099975		Gm21617
ENSMUSG00000099783		Gm28589
ENSMUSG00000101390		Gm29420
ENSMUSG00000099699		Gm29421
ENSMUSG00000100856	Q810R0	Gm21627
ENSMUSG00000101544		Gm29422
ENSMUSG00000100159		Gm28808
ENSMUSG00000101864		Gm21634
ENSMUSG00000100712		Gm28446
ENSMUSG00000101119		Gm29060
ENSMUSG00000099520		Gm29061
ENSMUSG00000100520		Gm20885
ENSMUSG00000102107		Gm29062
ENSMUSG00000101057		Gm29057
ENSMUSG00000101125		Gm29625
ENSMUSG00000101887		Gm21654
ENSMUSG00000100521		Gm29058
ENSMUSG00000101790		Gm29059
ENSMUSG00000100452		Gm29628
ENSMUSG00000101403		Gm20882
ENSMUSG00000101830		Gm20907
ENSMUSG00000099350		Gm29623
ENSMUSG00000100329		Gm29622
ENSMUSG00000099940		Gm29265
ENSMUSG00000101766	A0A087WRK1	Gm20908
ENSMUSG00000101530		Gm29259
ENSMUSG00000100676		Gm28860
ENSMUSG00000101539		Gm28252
ENSMUSG00000100353		Gm28859
ENSMUSG00000101022		Gm20921
ENSMUSG00000100077		Gm21826
ENSMUSG00000101569		Gm28254
ENSMUSG00000101184		Gm28861
